gene,traj,<Q>,Qmode,Qthreshold,MisfoldingProp,num_frames,num_misfolded_frames,Folded,NativeFolded
P0ACP7,22,0.9096677221705667,0.9219653179190752,0.796415051870682,0.0022497187851518996,2667,6,1.0,1.0
P31142,33,0.9006475541908613,0.9054054054054054,0.8106354097204544,0.0022497187851518996,2667,6,1.0,1.0
P0A6B4,24,0.9127817356163812,0.9166666666666666,0.8470859226457471,0.002624671916010457,2667,7,1.0,1.0
P0ACP7,13,0.9026736542325272,0.9104046242774566,0.796415051870682,0.002624671916010457,2667,7,1.0,1.0
P0ACP7,32,0.9060341445758586,0.9046242774566474,0.796415051870682,0.002624671916010457,2667,7,1.0,1.0
P31142,26,0.8999711184750553,0.9121621621621622,0.8106354097204544,0.0029996250468691255,2667,8,1.0,1.0
P31142,37,0.9003384712046129,0.8986486486486487,0.8106354097204544,0.0029996250468691255,2667,8,1.0,1.0
P31142,49,0.9002726010600026,0.9054054054054054,0.8106354097204544,0.0029996250468691255,2667,8,1.0,1.0
P0ACP7,9,0.9139905199711308,0.9104046242774566,0.796415051870682,0.003374578177727794,2667,9,1.0,1.0
P0ACP7,28,0.8959125774018132,0.8901734104046243,0.796415051870682,0.003374578177727794,2667,9,1.0,1.0
P0ACP7,40,0.9157103194470634,0.9104046242774566,0.796415051870682,0.0037495313085864623,2667,10,1.0,1.0
P31142,28,0.898344632596601,0.8986486486486487,0.8106354097204544,0.0037495313085864623,2667,10,1.0,1.0
P0A6B4,2,0.9133702037245344,0.9201388888888888,0.8470859226457471,0.0037495313085864623,2667,10,1.0,1.0
P0A6B4,22,0.9127062242219722,0.9236111111111112,0.8470859226457471,0.00412448443944502,2667,11,1.0,1.0
P31142,32,0.8962773234426777,0.8986486486486487,0.8106354097204544,0.00412448443944502,2667,11,1.0,1.0
P0ACP7,38,0.9144619205836265,0.9393063583815028,0.796415051870682,0.00412448443944502,2667,11,1.0,1.0
Q46856,22,0.971273803540515,0.9744680851063828,0.940115563935519,0.00412448443944502,2667,11,1.0,1.0
P0ACP7,45,0.8881187539418844,0.869942196531792,0.796415051870682,0.004499437570303688,2667,12,1.0,1.0
P0ACP7,25,0.9081288971826498,0.9566473988439308,0.796415051870682,0.004499437570303688,2667,12,1.0,1.0
P0ACP7,49,0.8958269667158658,0.8872832369942196,0.796415051870682,0.004499437570303688,2667,12,1.0,1.0
P0A8I5,35,0.9261927624900546,0.9317073170731708,0.8407496031199265,0.004874390701162357,2667,13,1.0,1.0
P37747,36,0.9492320404393897,0.9537037037037036,0.8847241531859102,0.004874390701162357,2667,13,1.0,1.0
P0A6B4,48,0.9126163917010375,0.9166666666666666,0.8470859226457471,0.004874390701162357,2667,13,1.0,1.0
Q46856,19,0.9698019130587401,0.9744680851063828,0.940115563935519,0.0056242969628796935,2667,15,1.0,1.0
P0A8I5,3,0.9256001536393318,0.9365853658536586,0.8407496031199265,0.0056242969628796935,2667,15,1.0,1.0
P0A6B4,37,0.9139977294504853,0.9166666666666666,0.8470859226457471,0.0056242969628796935,2667,15,1.0,1.0
P0A6B4,30,0.9127322626338374,0.9201388888888888,0.8470859226457471,0.0056242969628796935,2667,15,1.0,1.0
P0A8I5,18,0.9245063879210221,0.926829268292683,0.8407496031199265,0.005999250093738251,2667,16,1.0,1.0
P0A6B4,4,0.914005540974045,0.9236111111111112,0.8470859226457471,0.005999250093738251,2667,16,1.0,1.0
P0A8I5,27,0.927215195661518,0.9317073170731708,0.8407496031199265,0.005999250093738251,2667,16,1.0,1.0
P0A6B4,21,0.9108614027413241,0.9166666666666666,0.8470859226457471,0.005999250093738251,2667,16,1.0,1.0
P0ACP7,8,0.8908041119137564,0.8872832369942196,0.796415051870682,0.006374203224596919,2667,17,1.0,1.0
P60546,2,0.906189283157787,0.9147727272727272,0.8148404446409644,0.006374203224596919,2667,17,1.0,1.0
P0A6B4,8,0.911429040119985,0.9166666666666666,0.8470859226457471,0.006374203224596919,2667,17,1.0,1.0
P0A8I5,2,0.9276523361409093,0.9365853658536586,0.8407496031199265,0.006374203224596919,2667,17,1.0,1.0
P0A8I5,22,0.9256806313844916,0.9317073170731708,0.8407496031199265,0.006374203224596919,2667,17,1.0,1.0
P0A8I5,43,0.9259531582942377,0.9317073170731708,0.8407496031199265,0.006374203224596919,2667,17,1.0,1.0
P0ACP7,37,0.8962918652509476,0.9046242774566474,0.796415051870682,0.006749156355455588,2667,18,1.0,1.0
P0A8I5,31,0.9263902987736289,0.9414634146341464,0.8407496031199265,0.006749156355455588,2667,18,1.0,1.0
Q46856,25,0.9704696487407161,0.9723404255319148,0.940115563935519,0.006749156355455588,2667,18,1.0,1.0
P0AES0,15,0.8991181612833242,0.9043760129659644,0.8332697885855036,0.007124109486314256,2667,19,1.0,1.0
P0A8I5,13,0.9264067601305935,0.926829268292683,0.8407496031199265,0.007124109486314256,2667,19,1.0,1.0
P0A6B4,34,0.9129692121818107,0.9097222222222222,0.8470859226457471,0.007124109486314256,2667,19,1.0,1.0
P0A6B4,31,0.9137777048702245,0.9201388888888888,0.8470859226457471,0.007499062617172814,2667,20,1.0,1.0
P0A8I5,1,0.9264689474791261,0.9365853658536586,0.8407496031199265,0.007499062617172814,2667,20,1.0,1.0
P0A6B4,1,0.9120435466400033,0.9270833333333334,0.8470859226457471,0.007499062617172814,2667,20,1.0,1.0
Q46856,14,0.9705135262347526,0.9702127659574468,0.940115563935519,0.007499062617172814,2667,20,1.0,1.0
P60546,37,0.9033238742884413,0.9204545454545454,0.8148404446409644,0.007874015748031482,2667,21,1.0,1.0
P60546,40,0.9071394484780311,0.9204545454545454,0.8148404446409644,0.007874015748031482,2667,21,1.0,1.0
P0A8I5,14,0.92562576019461,0.9365853658536586,0.8407496031199265,0.007874015748031482,2667,21,1.0,1.0
P31142,12,0.896834686204765,0.8851351351351351,0.8106354097204544,0.007874015748031482,2667,21,1.0,1.0
P0A6B4,25,0.9123859517560305,0.9131944444444444,0.8470859226457471,0.007874015748031482,2667,21,1.0,1.0
P60546,7,0.9041994750656168,0.9204545454545454,0.8148404446409644,0.007874015748031482,2667,21,1.0,1.0
P60546,10,0.9039566076967652,0.9034090909090908,0.8148404446409644,0.007874015748031482,2667,21,1.0,1.0
P60546,19,0.9062808910249855,0.9204545454545454,0.8148404446409644,0.007874015748031482,2667,21,1.0,1.0
P60546,33,0.9065706275351945,0.9261363636363636,0.8148404446409644,0.007874015748031482,2667,21,1.0,1.0
P60546,46,0.9050686845962436,0.9147727272727272,0.8148404446409644,0.00824896887889015,2667,22,1.0,1.0
P0A8I5,16,0.9238900015546837,0.9365853658536586,0.8407496031199265,0.00824896887889015,2667,22,1.0,1.0
P37747,14,0.9460032773681069,0.9537037037037036,0.8847241531859102,0.00824896887889015,2667,22,1.0,1.0
P0A8I5,26,0.9264982121137297,0.926829268292683,0.8407496031199265,0.00824896887889015,2667,22,1.0,1.0
P60546,11,0.9055245935167195,0.9261363636363636,0.8148404446409644,0.008623922009748819,2667,23,1.0,1.0
P0A6B4,27,0.9111777694454859,0.9201388888888888,0.8470859226457471,0.008623922009748819,2667,23,1.0,1.0
P0A6B4,46,0.9114941361496479,0.9131944444444444,0.8470859226457471,0.008998875140607376,2667,24,1.0,1.0
P0A6B4,45,0.9120175082281381,0.9131944444444444,0.8470859226457471,0.008998875140607376,2667,24,1.0,1.0
P0A8I5,38,0.9247368469185253,0.9414634146341464,0.8407496031199265,0.008998875140607376,2667,24,1.0,1.0
P60546,21,0.9037052186658485,0.9090909090909092,0.8148404446409644,0.008998875140607376,2667,24,1.0,1.0
P0AES0,13,0.895956887074691,0.8962722852512156,0.8332697885855036,0.008998875140607376,2667,24,1.0,1.0
P0A8I5,23,0.9257684252883024,0.9414634146341464,0.8407496031199265,0.008998875140607376,2667,24,1.0,1.0
P0A8I5,36,0.9248045213860463,0.9365853658536586,0.8407496031199265,0.009373828271466045,2667,25,1.0,1.0
P0A8I5,25,0.9261891044107291,0.9365853658536586,0.8407496031199265,0.009373828271466045,2667,25,1.0,1.0
P0A8I5,32,0.9237674558972813,0.9414634146341464,0.8407496031199265,0.009748781402324713,2667,26,1.0,1.0
P60546,16,0.9044508640965335,0.9090909090909092,0.8148404446409644,0.009748781402324713,2667,26,1.0,1.0
P0A6B4,11,0.9103705786776651,0.9166666666666666,0.8470859226457471,0.009748781402324713,2667,26,1.0,1.0
P0A8I5,49,0.9223334888017047,0.9414634146341464,0.8407496031199265,0.009748781402324713,2667,26,1.0,1.0
P0A6B4,19,0.9130824792734241,0.9131944444444444,0.8470859226457471,0.009748781402324713,2667,26,1.0,1.0
Q46856,2,0.9701609107372217,0.9702127659574468,0.940115563935519,0.009748781402324713,2667,26,1.0,1.0
P37747,22,0.9458655631009086,0.9537037037037036,0.8847241531859102,0.010123734533183382,2667,27,1.0,1.0
P37747,21,0.9438935873756521,0.9567901234567902,0.8847241531859102,0.010123734533183382,2667,27,1.0,1.0
P60546,34,0.9015598902409925,0.9204545454545454,0.8148404446409644,0.010123734533183382,2667,27,1.0,1.0
P0A8I5,48,0.9258269545575095,0.9414634146341464,0.8407496031199265,0.010123734533183382,2667,27,1.0,1.0
Q46856,29,0.9696886293468636,0.9744680851063828,0.940115563935519,0.010123734533183382,2667,27,1.0,1.0
P60546,9,0.9032194839281454,0.9147727272727272,0.8148404446409644,0.01049868766404205,2667,28,1.0,1.0
P0A8I5,11,0.9266408772074222,0.946341463414634,0.8407496031199265,0.010873640794900608,2667,29,1.0,1.0
Q46856,30,0.9708094998763452,0.9744680851063828,0.940115563935519,0.010873640794900608,2667,29,1.0,1.0
P60546,24,0.9029233561713877,0.9034090909090908,0.8148404446409644,0.011248593925759276,2667,30,1.0,1.0
P0A8I5,39,0.9264451699635107,0.9414634146341464,0.8407496031199265,0.011248593925759276,2667,30,1.0,1.0
P0A6B4,17,0.9109772736741242,0.9201388888888888,0.8470859226457471,0.011623547056617944,2667,31,1.0,1.0
P0A6B4,0,0.9105229033870766,0.9097222222222222,0.8470859226457471,0.011623547056617944,2667,31,1.0,1.0
P0A6B4,28,0.913569397575303,0.9201388888888888,0.8470859226457471,0.011623547056617944,2667,31,1.0,1.0
Q46856,17,0.96962879640045,0.9744680851063828,0.940115563935519,0.011623547056617944,2667,31,1.0,1.0
Q46856,45,0.9703555672562207,0.9723404255319148,0.940115563935519,0.011623547056617944,2667,31,1.0,1.0
P60546,12,0.9001026860278828,0.9034090909090908,0.8148404446409644,0.011623547056617944,2667,31,1.0,1.0
P0A8I5,40,0.9238515917217666,0.9414634146341464,0.8407496031199265,0.011623547056617944,2667,31,1.0,1.0
P0A8I5,29,0.9256403925119115,0.9317073170731708,0.8407496031199265,0.011623547056617944,2667,31,1.0,1.0
P0ACP7,27,0.8842933650634711,0.8728323699421965,0.796415051870682,0.011623547056617944,2667,31,1.0,1.0
P0ACP7,3,0.9005420565203914,0.9104046242774566,0.796415051870682,0.011998500187476613,2667,32,1.0,1.0
P0AES0,3,0.8985305118869865,0.9027552674230146,0.8332697885855036,0.011998500187476613,2667,32,1.0,1.0
P0A6B4,3,0.9110033120859892,0.9201388888888888,0.8470859226457471,0.011998500187476613,2667,32,1.0,1.0
P37747,42,0.9453783554833423,0.9598765432098766,0.8847241531859102,0.011998500187476613,2667,32,1.0,1.0
P60546,29,0.8995807342264035,0.9147727272727272,0.8148404446409644,0.011998500187476613,2667,32,1.0,1.0
P60546,28,0.9002752496846985,0.9034090909090908,0.8148404446409644,0.011998500187476613,2667,32,1.0,1.0
P60546,31,0.8997831237004466,0.9204545454545454,0.8148404446409644,0.011998500187476613,2667,32,1.0,1.0
P37747,6,0.9456537840177385,0.9567901234567902,0.8847241531859102,0.012748406449193839,2667,34,1.0,1.0
Q46856,48,0.9695633790457043,0.9702127659574468,0.940115563935519,0.012748406449193839,2667,34,1.0,1.0
P0A8I5,12,0.9263537179803746,0.9365853658536586,0.8407496031199265,0.012748406449193839,2667,34,1.0,1.0
P37747,3,0.9459315270776336,0.9537037037037036,0.8847241531859102,0.013123359580052507,2667,35,1.0,1.0
P0A8I5,30,0.9245557719919157,0.9317073170731708,0.8407496031199265,0.013123359580052507,2667,35,1.0,1.0
Q46856,18,0.9698888702741945,0.9765957446808512,0.940115563935519,0.013498312710911176,2667,36,1.0,1.0
Q46856,4,0.9699622653551285,0.9723404255319148,0.940115563935519,0.013498312710911176,2667,36,1.0,1.0
P0A6B4,41,0.9037008394783984,0.90625,0.8470859226457471,0.013498312710911176,2667,36,1.0,1.0
P37747,44,0.9426263846648799,0.9567901234567902,0.8847241531859102,0.013873265841769733,2667,37,1.0,1.0
P37747,11,0.9444664324366862,0.9567901234567902,0.8847241531859102,0.013873265841769733,2667,37,1.0,1.0
P0A6B4,20,0.9070845311002791,0.9166666666666666,0.8470859226457471,0.013873265841769733,2667,37,1.0,1.0
P37747,5,0.9442153064200309,0.9537037037037036,0.8847241531859102,0.014248218972628401,2667,38,1.0,1.0
P0A6B4,26,0.9088108778069409,0.9166666666666666,0.8470859226457471,0.01462317210348707,2667,39,1.0,1.0
P37747,17,0.9433450448323589,0.9506172839506172,0.8847241531859102,0.01462317210348707,2667,39,1.0,1.0
Q46856,11,0.9685182969150131,0.9680851063829788,0.940115563935519,0.015373078365204296,2667,41,1.0,1.0
P60546,48,0.9016919760029997,0.9147727272727272,0.8148404446409644,0.015373078365204296,2667,41,1.0,1.0
P37747,16,0.9426634170728659,0.9475308641975309,0.8847241531859102,0.015373078365204296,2667,41,1.0,1.0
P0A6B4,40,0.9107233991584386,0.9131944444444444,0.8470859226457471,0.015373078365204296,2667,41,1.0,1.0
P37747,49,0.9442534960907664,0.9567901234567902,0.8847241531859102,0.015373078365204296,2667,41,1.0,1.0
P60546,36,0.8987221767733578,0.9090909090909092,0.8148404446409644,0.015748031496062964,2667,42,1.0,1.0
P37747,23,0.9451804635531669,0.9506172839506172,0.8847241531859102,0.015748031496062964,2667,42,1.0,1.0
P0A8I5,8,0.9248520764172771,0.9414634146341464,0.8407496031199265,0.016122984626921633,2667,43,1.0,1.0
P0A8I5,28,0.9220701070902724,0.9317073170731708,0.8407496031199265,0.016122984626921633,2667,43,1.0,1.0
P0A8I5,21,0.9229242686127647,0.9365853658536586,0.8407496031199265,0.016122984626921633,2667,43,1.0,1.0
P0A6B4,36,0.9097716952047662,0.9131944444444444,0.8470859226457471,0.016122984626921633,2667,43,1.0,1.0
P37747,30,0.9426298564531285,0.9567901234567902,0.8847241531859102,0.016122984626921633,2667,43,1.0,1.0
P0A6B4,38,0.9050105715952173,0.9166666666666666,0.8470859226457471,0.016122984626921633,2667,43,1.0,1.0
P0A6B4,33,0.9053790151231095,0.9131944444444444,0.8470859226457471,0.0164979377577803,2667,44,1.0,1.0
P0A8I5,9,0.9218195286564789,0.9219512195121952,0.8407496031199265,0.0164979377577803,2667,44,1.0,1.0
P37747,45,0.9419794747878737,0.9506172839506172,0.8847241531859102,0.01687289088863897,2667,45,1.0,1.0
P0A8I5,24,0.9231071725790374,0.9365853658536586,0.8407496031199265,0.01687289088863897,2667,45,1.0,1.0
P0AES0,33,0.8959884876627051,0.893030794165316,0.8332697885855036,0.017247844019497527,2667,46,1.0,1.0
P0A8I5,4,0.9213769010580993,0.9317073170731708,0.8407496031199265,0.017247844019497527,2667,46,1.0,1.0
P0AES0,46,0.8902213803501466,0.8962722852512156,0.8332697885855036,0.017247844019497527,2667,46,1.0,1.0
P0A8I5,44,0.9216219923729047,0.9317073170731708,0.8407496031199265,0.017622797150356195,2667,47,1.0,1.0
P60546,4,0.8995466475781436,0.9034090909090908,0.8148404446409644,0.017622797150356195,2667,47,1.0,1.0
P0AES0,40,0.9019300059129562,0.9027552674230146,0.8332697885855036,0.017622797150356195,2667,47,1.0,1.0
P37747,9,0.9420408097136006,0.941358024691358,0.8847241531859102,0.017997750281214864,2667,48,1.0,1.0
P0ACP7,29,0.909324195747208,0.8901734104046243,0.796415051870682,0.017997750281214864,2667,48,1.0,1.0
P0A6B4,5,0.9037268778902636,0.90625,0.8470859226457471,0.019872515935508095,2667,53,1.0,1.0
P37747,35,0.9425268600684175,0.9567901234567902,0.8847241531859102,0.020247469066366652,2667,54,1.0,1.0
P37747,2,0.9402979720127578,0.9567901234567902,0.8847241531859102,0.020247469066366652,2667,54,1.0,1.0
P0A6B4,43,0.9143739845019374,0.9236111111111112,0.8470859226457471,0.02099737532808399,2667,56,1.0,1.0
P0A6B4,23,0.9045822397200349,0.9201388888888888,0.8470859226457471,0.021747281589801326,2667,58,1.0,1.0
P0A6B4,29,0.9052332000166645,0.9097222222222222,0.8470859226457471,0.021747281589801326,2667,58,1.0,1.0
P0AES0,4,0.8981452277946619,0.899513776337115,0.8332697885855036,0.021747281589801326,2667,58,1.0,1.0
P0AES0,10,0.9027060434301466,0.899513776337115,0.8332697885855036,0.022122234720659884,2667,59,1.0,1.0
P0A8I5,47,0.9233047088626117,0.9317073170731708,0.8407496031199265,0.024371953505811783,2667,65,1.0,1.0
P0A8I5,17,0.922112175002515,0.9219512195121952,0.8407496031199265,0.02474690663667045,2667,66,1.0,1.0
P0AES0,43,0.9016170385508944,0.899513776337115,0.8332697885855036,0.02699662542182224,2667,72,1.0,1.0
P0A8I5,33,0.9184888474306565,0.9317073170731708,0.8407496031199265,0.028496437945256803,2667,76,1.0,1.0
P0AES0,28,0.900463009384767,0.899513776337115,0.8332697885855036,0.02887139107611547,2667,77,1.0,1.0
P60546,6,0.9034900466987079,0.9090909090909092,0.8148404446409644,0.02887139107611547,2667,77,1.0,1.0
P0AES0,31,0.8900238766750592,0.8881685575364667,0.8332697885855036,0.02924634420697414,2667,78,1.0,1.0
P0A8I5,0,0.9158897820699243,0.926829268292683,0.8407496031199265,0.029621297337832808,2667,79,1.0,1.0
P0ACP7,10,0.9057014549481892,0.9104046242774566,0.796415051870682,0.029621297337832808,2667,79,1.0,1.0
P0AES0,48,0.8979015386447845,0.899513776337115,0.8332697885855036,0.030371203599550034,2667,81,1.0,1.0
P0AES0,7,0.8974633843378979,0.8978930307941653,0.8332697885855036,0.03112110986126737,2667,83,1.0,1.0
P0A8I5,34,0.9203233742123698,0.9365853658536586,0.8407496031199265,0.03112110986126737,2667,83,1.0,1.0
P31142,23,0.8929331468701547,0.8851351351351351,0.8106354097204544,0.032620922384701934,2667,87,1.0,1.0
P0A6B4,10,0.9048139815856351,0.9270833333333334,0.8470859226457471,0.03337082864641916,2667,89,1.0,1.0
P0AES0,38,0.9049594084369923,0.8897893030794165,0.8332697885855036,0.034120734908136496,2667,91,1.0,1.0
P0ACP7,12,0.9020787141491707,0.9017341040462428,0.796415051870682,0.034495688038995165,2667,92,1.0,1.0
P0A6B4,42,0.9028220430779486,0.9097222222222222,0.8470859226457471,0.03487064116985372,2667,93,1.0,1.0
Q46856,15,0.9659135693144739,0.9659574468085106,0.940115563935519,0.03487064116985372,2667,93,1.0,1.0
Q46856,21,0.9641728294601474,0.9659574468085106,0.940115563935519,0.03524559430071239,2667,94,1.0,1.0
P0AES0,27,0.901380034140789,0.9011345218800648,0.8332697885855036,0.03712035995500562,2667,99,1.0,1.0
Q46856,24,0.96420553813752,0.9659574468085106,0.940115563935519,0.03749531308586429,2667,100,1.0,1.0
P0A6B4,15,0.9073709536307962,0.9097222222222222,0.8470859226457471,0.03787026621672296,2667,101,1.0,1.0
P0AES0,23,0.8994141129441479,0.8978930307941653,0.8332697885855036,0.038620172478440185,2667,103,1.0,1.0
P0AES0,21,0.8972373185928744,0.8978930307941653,0.8332697885855036,0.03937007874015752,2667,105,1.0,1.0
Q46856,10,0.9665525851821714,0.9702127659574468,0.940115563935519,0.04199475065616798,2667,112,1.0,1.0
P0AES0,16,0.8986180212076409,0.899513776337115,0.8332697885855036,0.04311961004874387,2667,115,1.0,1.0
P0ACP7,47,0.9195725534308211,0.930635838150289,0.796415051870682,0.04311961004874387,2667,115,1.0,1.0
P0AES0,24,0.9032936928264843,0.9043760129659644,0.8332697885855036,0.04349456317960254,2667,116,1.0,1.0
P0AES0,41,0.89226812612767,0.899513776337115,0.8332697885855036,0.04386951631046121,2667,117,1.0,1.0
P0ACP7,14,0.9186752667477259,0.9132947976878611,0.796415051870682,0.044619422572178435,2667,119,1.0,1.0
P0A6B4,49,0.9085179456734573,0.9236111111111112,0.8470859226457471,0.046119235095613,2667,123,1.0,1.0
P0AES0,37,0.8974506225619691,0.8946515397082658,0.8332697885855036,0.047244094488189003,2667,126,1.0,1.0
P0ACP7,30,0.8974058878478341,0.9017341040462428,0.796415051870682,0.05211848518935136,2667,139,1.0,1.0
P0ACP7,18,0.905340589651727,0.916184971098266,0.796415051870682,0.05361829771278592,2667,143,1.0,1.0
P0AES0,8,0.9002612517843699,0.899513776337115,0.8332697885855036,0.055493063367079154,2667,148,1.0,1.0
P0ACP7,41,0.9103645281334052,0.8988439306358381,0.796415051870682,0.05624296962879638,2667,150,1.0,1.0
P0A8I5,37,0.9260976524275929,0.9317073170731708,0.8407496031199265,0.059242594675665505,2667,158,1.0,1.0
P0AES0,0,0.9008081850384585,0.893030794165316,0.8332697885855036,0.059242594675665505,2667,158,1.0,1.0
P0AES0,35,0.9044945151710169,0.893030794165316,0.8332697885855036,0.06036745406824151,2667,161,1.0,1.0
P0A8I5,7,0.9244478586518149,0.9365853658536586,0.8407496031199265,0.06561679790026242,2667,175,1.0,1.0
P0AES0,25,0.8978140293241303,0.9011345218800648,0.8332697885855036,0.06824146981627299,2667,182,1.0,1.0
P0A6B4,18,0.8920655751364412,0.9097222222222222,0.8470859226457471,0.07049118860142478,2667,188,1.0,1.0
P0A8I5,20,0.9259440130959241,0.9365853658536586,0.8407496031199265,0.07199100112485934,2667,192,1.0,1.0
P0A8I5,46,0.923868053078731,0.9317073170731708,0.8407496031199265,0.0757405324334458,2667,202,1.0,1.0
P0A8I5,5,0.9246819757286436,0.9414634146341464,0.8407496031199265,0.07611548556430447,2667,203,1.0,1.0
P0A8I5,42,0.9249471864797388,0.9414634146341464,0.8407496031199265,0.0779902512185977,2667,208,1.0,1.0
P0AES0,12,0.902376668070462,0.8946515397082658,0.8332697885855036,0.07836520434945626,2667,209,1.0,1.0
P0A8I5,15,0.9198313625430968,0.9365853658536586,0.8407496031199265,0.0791151106111736,2667,211,1.0,1.0
P0ACP7,19,0.9222774176349343,0.9277456647398844,0.796415051870682,0.08211473565804273,2667,219,1.0,1.0
P0A8I5,19,0.9225749220371844,0.9219512195121952,0.8407496031199265,0.08398950131233596,2667,224,1.0,1.0
P0A8I5,6,0.9201733929600263,0.926829268292683,0.8407496031199265,0.08736407949006375,2667,233,1.0,1.0
P0AES0,26,0.8978280065072902,0.899513776337115,0.8332697885855036,0.09148856392950877,2667,244,1.0,1.0
Q46856,12,0.9539661265746037,0.9574468085106383,0.940115563935519,0.12448443944506937,2667,332,1.0,1.0
Q46856,31,0.9515847753073419,0.9531914893617022,0.940115563935519,0.140607424071991,2667,375,1.0,1.0
P0ACP7,43,0.9028318714495948,0.9479768786127168,0.796415051870682,0.16085489313835766,2667,429,1.0,1.0
Q46856,41,0.9508332735003869,0.951063829787234,0.940115563935519,0.16085489313835766,2667,429,1.0,1.0
P0ACP7,36,0.9146233888394009,0.930635838150289,0.796415051870682,0.16647919010123735,2667,444,1.0,1.0
Q46856,40,0.9638577092757022,0.9680851063829788,0.940115563935519,0.16722909636295458,2667,446,1.0,1.0
Q46856,46,0.9505420864945076,0.9531914893617022,0.940115563935519,0.16835395575553058,2667,449,1.0,1.0
Q46856,9,0.95020781976721,0.951063829787234,0.940115563935519,0.1702287214098238,2667,454,1.0,1.0
Q46856,44,0.9503179123886111,0.9531914893617022,0.940115563935519,0.17060367454068237,2667,455,1.0,1.0
P60546,14,0.8781807103657497,0.8920454545454546,0.8148404446409644,0.1736032995875516,2667,463,1.0,1.0
P0ACP7,23,0.9002245384066876,0.8988439306358381,0.796415051870682,0.17735283089613796,2667,473,1.0,1.0
P0ACP7,34,0.9116270148312385,0.9190751445086706,0.796415051870682,0.17960254968128986,2667,479,1.0,1.0
P60546,25,0.8750340866482599,0.8863636363636364,0.8148404446409644,0.18035245594300708,2667,481,1.0,1.0
P60546,22,0.8759565565667926,0.8806818181818182,0.8148404446409644,0.18185226846644165,2667,485,1.0,1.0
P60546,30,0.8766872890888638,0.8806818181818182,0.8148404446409644,0.19085114360704913,2667,509,1.0,1.0
P60546,5,0.8749595221051915,0.875,0.8148404446409644,0.1934758155230596,2667,516,1.0,1.0
P60546,43,0.8779271909193168,0.8806818181818182,0.8148404446409644,0.19610048743907016,2667,523,1.0,1.0
P60546,39,0.8774648907522925,0.8863636363636364,0.8148404446409644,0.19722534683164605,2667,526,1.0,1.0
Q46856,42,0.9493909006055095,0.9553191489361702,0.940115563935519,0.19760029996250472,2667,527,1.0,1.0
P60546,35,0.8773605003919964,0.875,0.8148404446409644,0.2043494563179603,2667,545,1.0,1.0
P60546,0,0.8792863960186794,0.8920454545454546,0.8148404446409644,0.20622422197225343,2667,550,1.0,1.0
P60546,8,0.8770004601697514,0.875,0.8148404446409644,0.21184851893513312,2667,565,1.0,1.0
P60546,47,0.8738453147901967,0.8863636363636364,0.8148404446409644,0.23322084739407578,2667,622,1.0,1.0
Q46856,26,0.9472480833512833,0.9531914893617022,0.940115563935519,0.23584551931008624,2667,629,1.0,1.0
Q46856,33,0.9560889995133587,0.9553191489361702,0.940115563935519,0.23884514435695536,2667,637,1.0,1.0
P0ACP7,20,0.8853044381013067,0.8670520231213873,0.796415051870682,0.2988376452943382,2667,797,1.0,1.0
P37747,20,0.9436285742060022,0.9537037037037036,0.8847241531859102,0.4923134608173978,2667,1313,1.0,1.0
